title,author,isbn,totalcheckouts
"Gold /","Angliss, Sarah.",0761408878,52
"Good dog. Stay /","Quindlen, Anna.","1400067138 (alk. paper) | 9781400067138 (alk. paper)",26
"Horses for dummies,  /","Pavia, Audrey.","0764597973 | 9780764597978",19
"Plumbing /","Cauldwell, Rex.","1561588172 | 9781561588176",32
"Weight Watchers all-time favorites :",,"0470169990 (cloth) | 9780470169995 (cloth)",70
"The vaccine book :","Sears, Robert,","0316017507 | 9780316017503",25
"McGraw-Hill's Spanish picture dictionary",,0071428127,66
"Seeing Redd :","Beddor, Frank.","0803731558 (hc.) | 1428755942 (BWI bdg.) | 9780803731554 (hc.) | 9781428755949 (BWI bdg.)",53
"The Looking Glass Wars /","Beddor, Frank.","0142409413 (pbk.) | 9780142409411 (pbk.)",74
"Samuel Blink and the forbidden forest /","Haig, Matt,","0399247394 (hc.) | 1428748075 (BWI bdg.) | 9780399247392 (hc.) | 9781428748071 (BWI bdg.)",42
"Comeback kids : Hot hand /","Lupica, Mike.","0399247149 | 9780399247149",41
"Comeback kids : Hot hand /","Lupica, Mike.","0399247149 | 9780399247149",17
"When is a planet not a planet? :","Scott, Elaine,","0618898328 | 9780618898329",51
"The Hardy boys, undercover brothers graphic novel, #05 : Sea you, sea me! /","Lobdell, Scott.","1415674329 (BWI bdg.) | 159707022X (pbk.) | 1597070238 (hc.) | 9781415674321 (BWI bdg.) | 9781597070225 (pbk.) | 9781597070232 (hc.)",121
"Picture this! :","Raimondo, Joyce.","0823025039 (hardcover : alk. paper) | 9780823025039 (hardcover : alk. paper)",30
"Imagine that! :","Raimondo, Joyce.","0823025020 | 9780823025022",13
"The Usborne art treasury /","Dickins, Rosie.","0794514529 (hc.) : | 9780794514525 (hc.)",54
"Chinese art & culture /","Hibbert, Clare,","1410911071 | 9781410911070",15
"When a pet dies /","Rogers, Fred.","0698116666 (pbk.) : | 9780698116665 (pbk.)",9
"Kentucky /","Brown, Dottie,","0822507811 (pbk. bdg. : alk. paper) | 0822540835 (lib. bdg. : alk. paper) | 9780822507819 (pbk. bdg. : alk. paper) | 9780822540830 (lib. bdg. : alk. paper)",6
"Kentucky /","Lantier, Patricia,","0836846664 (lib. bdg.) | 0836846850 (softcover) | 9780836846669 (lib. bdg.) | 9780836846850 (softcover)",5
"Thomas Edison for kids :","Carlson, Laurie M.,","1415659583 (BWI) | 1556525842 (pbk.) | 9781415659588 (BWI) | 9781556525841 (pbk.)",24
"The life and times of Franz Joseph Haydn /","Zannos, Susan.","1584151935 | 9781584151937",6
"A student's guide to Ernest Hemingway /","Pingelton, Timothy J.","0766024318 | 9780766024311",10
"Boom! :","Brokaw, Tom.","1400064570 (alk. paper) | 9781400064571 (alk. paper)",19
"A shattered peace :","Andelman, David.","0471788988 (cloth : alk. paper) | 9780471788980 (cloth : alk. paper)",21
"The gathering /","Enright, Anne,","0802170390 (pbk.) | 9780802170392 (pbk.)",42
"The gathering /","Enright, Anne,","0802170390 (pbk.) | 9780802170392 (pbk.)",36
"Good germs, bad germs :","Sachs, Jessica Snyder.","0809050633 (hardcover : alk. paper) | 9780809050635 (hardcover : alk. paper)",16
"Kitchen confidential :","Bourdain, Anthony.","158234082X | 9781582340821",82
"Downsizing your home with style :","Ward, Lauri.","0061170976 | 9780061170973",29
"Shrink yourself :","Gould, Roger L.,","0470044853 | 9780470044858",36
"Aromas of Aleppo :","Dweck, Poopa.","0060888180 | 9780060888183",52
"The extraordinary healing power of ordinary things :","Dossey, Larry,","030720989X | 9780307209894",22
"Vampirates. Demons of the ocean /","Somper, Justin.","0316013730 | 9780316013734",58
"I know what you did last summer /","Duncan, Lois,","0440228441 | 9780440228448",12
"The fall of the 1977 Phillies :","Nathanson, Mitchell,","0786432179 (softcover : alk. paper) | 9780786432172 (softcover : alk. paper)",15
"Into thin air :","Krakauer, Jon.","0385494785 (pbk.) : | 9780385494786 (pbk.)",1
"American Jennie :","Sebba, Anne.","0393057720 (hardcover) | 9780393057720 (hardcover)",8
"George H.W. Bush /","Naftali, Timothy J.","0805069666 | 9780805069662",8
"How to write a business plan /","McKeever, Mike P.","1413305628 (alk. paper) | 9781413305623 (alk. paper)",46
"Thanks! :","Emmons, Robert A.","0618620192 | 9780618620197",28
"New Hampshire /","Shannon, Terry Miller,",0516224840,14
"Finding the still point :","Loori, John Daido.","1590304799 (pbk. : alk. paper) | 9781590304792 (pbk. : alk. paper)",58
"Meditation now or never /","Hagen, Steve,","0061143294 | 9780061143298",41
"The American Jesuits :","Schroth, Raymond A.","0814740251 (cloth : alk. paper) | 9780814740255 (cloth : alk. paper)",7
"Torah through time :","Cherry, Shai.","0827608489 (alk. paper) | 9780827608481 (alk. paper)",25
"I got thunder :","Barnett, LaShonda K.","1568583311 (pbk.) | 9781568583310 (pbk.)",4
"Mara and Dann :","Lessing, Doris May,",0060182946,23
"Come watch the sun go home /","Chen, Chen,",1569247420,13
"Third degree ","Iles, Greg.","078629793X (alk. paper) | 9780786297931 (alk. paper)",54
"Ramona Quimby, age 8 /","Cleary, Beverly.","0380709562 (pbk) | 9780380709564 (pbk)",127
"Slash /",Slash,"0061351423 | 9780061351426",37
"Martin Bridge out of orbit! /","Kerrin, Jessica Scott.","1554531489 (bound) : | 1554531497 (pbk) | 9781554531486 (bound) : | 9781554531493 (pbk)",48
"New Jersey :","Wiener, Roberta,","0739868837 (lib. bdg.) | 1410903079 (pbk.) | 9780739868836 (lib. bdg.) | 9781410903075 (pbk.)",38
"Bill & Hillary Rodham Clinton /","Ashby, Ruth.","0836857569 (lib. bdg.) | 0836857623 (softcover) | 9780836857566 (lib. bdg.) | 9780836857627 (softcover)",27
"Geronimo :","Haugen, Brenda.","0756510023 | 9780756510022",4
"Christopher Columbus :","Doak, Robin S.","0756508118 (hardcover) | 9780756508111 (hardcover)",38
"Abraham Lincoln :","Collard, Sneed B.","0761421629 | 9780761421627",35
"No time for goodbye /","Barclay, Linwood.","055380555X (hardcover) | 9780553805550 (hardcover)",61
"Hand of evil /","Jance, Judith A.","1416537538 (alk. paper) | 9781416537533 (alk. paper)",43
"Cache of corpses /","Kisor, Henry.","076531780X | 9780765317803",21
"Friend of the devil /","Robinson, Peter,","0060544376 (acidfree paper) | 9780060544379 (acid-free paper)",43
"Voices /","Arnaldur Indridason,","0312358717 | 9780312358716",47
"The book of old houses /","Graves, Sarah.","0553804308 | 9780553804300",36
"Charm city /","Lippman, Laura,","006121003X | 9780061210037",58
"Charm city /","Lippman, Laura,","006121003X | 9780061210037",37
"Killer knots /","Cohen, Nancy J.,","0758212259 | 9780758212252",39
"Beating heart :","Jenkins, A. M.","0060546077 | 0060546085 (lib. bdg.) | 9780060546076 | 9780060546083 (lib. bdg.)",19
"Greetings from planet earth /","Kerley, Barbara.","0439802032 | 9780439802031",14
"The science of happiness :","Braun, Stephen.","0471243779 (acidfree paper)",33
"My first monologue book :","Dabrowski, Kristen.","1575255332 (pbk.) | 9781575255330 (pbk.)",14
"The jumbo book of drama /","Dunleavy, Deborah.","1553370082 | 9781553370086",15
"The tragic tale of Narcissa Whitman and a faithful history of the Oregon Trail /","Harness, Cheryl.","0792259203 (hardcover) | 0792259211 (library binding) | 0792278909 (library binding) | 9780792259206 (hardcover) | 9780792259213 (library binding) | 9780792278900 (library binding)",7
"Hurricane Katrina /","Ouellette, Jeannine.","1599288524 | 9781599288529",3
"Hurricane Katrina and the devastation of New Orleans, 2005 /","Torres, John Albert.","158415473X | 9781584154730",4
"Colonial Virginia /","Harkins, Susan Sales.","1584155485 (library bound) | 9781584155485 (library bound)",10
"Why war is never a good idea /","Walker, Alice,","0060753854 (trade bdg.) | 0060753862 (lib. bdg.) | 9780060753856 (trade bdg.) | 9780060753863 (lib. bdg.)",27
"Rotten school : Punk'd and skunked /","Stine, R. L.","0060788305 | 0060788313 | 9780060788308 | 9780060788315",65
"Rotten school : Battle of the Dum Diddys /","Stine, R. L.","006078833X | 0060788348 | 9780060788339 (trade) | 9780060788346 (lib. bdg.)",77
"Rotten school : Got cake? /","Stine, R. L.","0061232696 (trade bdg.) | 006123270X (lib. bdg.) | 9780061232695 (trade bdg.) | 9780061232701 (lib. bdg.)",61
"The Castle Corona /","Creech, Sharon.","0060846216 (trade bdg.) | 0060846224 | 9780060846213 (trade bdg.) | 9780060846220",58
"Previously /","Ahlberg, Allan.","0763635421 (alk. paper) | 9780763635428 (alk. paper)",54
"Jack's talent /","Cocca-Leffler, Maryann,","0374336814 | 9780374336813",58
"Where the giant sleeps /","Fox, Mem,","0152057854 | 9780152057855",54
"Vox :","Baker, Nicholson.","0394589955 :",60
"Dadblamed Union Army cow /","Fletcher, Susan,","076362263X (hc. : alk. paper) | 9780763622633 (hc. : alk. paper)",11
"Good as Lily /","Kim, Derek Kirk.","1401213812 (pbk.) | 9781401213817 (pbk.)",18
"Naruto, Vol. 16 : Eulogy /","Kishimoto, Masashi,","1421510901 | 9781421510903",45
"Fruits basket, Vol. 16 /","Takaya, Natsuki,","1598160249 | 9781598160246",46
"Fruits basket, Vol. 17 /","Takaya, Natsuki,","1598167995 | 9781598167993",28
"Friend of the Devil ","Robinson, Peter,","0061367028 : | 9780061367021 :",32
"The chardonnay charade :","Crosby, Ellen,","1602850895 (library binding : alk. paper) | 9781602850897 (library binding : alk. paper)",27
"The sword-edged blonde /","Bledsoe, Alex","1597801127 : | 9781597801126",38
"Reserved for the cat /","Lackey, Mercedes.","0756403626 | 9780756403621",29
"Cauldron /","McDevitt, Jack.","0441015255 | 9780441015252",23
"The third lynx /","Zahn, Timothy.","076531732X | 9780765317322",17
"The wizard of Oz;","Chapman, Elizabeth Fuller.",,19
"Shadow music","Garwood, Julie.","0739327593 (lg. print) : | 9780739327593 (lg. print) :",56
"The chase ","Cussler, Clive.","1597225460 (hardcover : alk. paper) | 9781597225465 (hardcover : alk. paper)",36
"Born standing up :","Martin, Steve,","1410403122 (hardcover : lg. print : alk. paper) | 9781410403124 (hardcover : lg. print : alk. paper)",18
"My grandfather's son :","Thomas, Clarence,","0061374733 | 9780061374739 (lg. print)",18
"16 myths of a diabetic diet /","Chalmers, Karen.","1580402879 (alk. paper) | 9781580402873 (alk. paper)",33
"Buried in treasures :","Tolin, David F.","0195300580 (pbk. : alk. paper) | 9780195300581 (pbk. : alk. paper)",40
"The puzzling world of Winston Breen /","Berlin, Eric.","0399246932 (hardcover) : | 9780399246937 (hardcover) :",57
"Igraine the brave /","Funke, Cornelia Caroline.","0439903793 | 9780439903790",63
"The glitch in sleep /","Hulme, John,","1599901293 | 9781599901299",18
"Maybelle in the soup /","Speck, Katie.","0805080929 (hardcover : alk. paper) : | 9780805080926 (hardcover : alk. paper) :",48
"Mallory series, bk .07 : Mallory on board/","Friedman, Laurie B.,","0822561948 | 9780822561941",125
"Secrets of Droon, v. 31 : Queen of Shadowthorn   /","Abbott, Tony,","0439902525 | 9780439902526",53
"Adolf Hitler :","Altman, Linda Jacobs,","0766025330 | 9780766025332",24
"The House of Lanyon /","Anand, Valerie.","0778325024 | 9780778325024",34
"Decorating ideas that work :","Paper, Heather J.","1561589500 | 9781561589500",41
"Dump that chump :","Mandel, Debra.","0061213306 | 9780061213304 (pbk.) :",13
"Etiquette for dummies /","Fox, Sue,","0470106727 (pbk.) | 9780470106723 (pbk.)",33
"The last of the Mohicans /","Cooper, James Fenimore,","1593083351 (hc) : | 9781593083359 (hc)",29
"Sense of evil /","Hooper, Kay.",055380300X,44
"Infernal devices /","Reeve, Philip.","0060826355 (trade bdg.) | 0060826363 (lib. bdg.) | 9780060826352 (trade bdg.) | 9780060826369 (lib. bdg.)",14
"The high king : the Chronicles of Prydain, bk. 5 /","Alexander, Lloyd.","0805061355 (alk. paper) | 9780805061352 (alk. paper)",19
"Beastly /","Flinn, Alex.","0060874163 (trade bdg.) | 0060874171 (lib. bdg.) | 9780060874162 (trade bdg.) | 9780060874179 (lib. bdg.)",59
"Spud /","Van de Ruit, John.","0143024841 | 1595141707 | 9780143024842 | 9781595141705",49
"Journeys in the night :","Mann, Theodore.","1557836450 | 9781557836458",2
"The last great fight  :","Layden, Joseph,","0312353308 | 9780312353308",26
"The dragons of Archenfield /","Marston, Edward.",031213472X,35
"Otto Preminger :","Hirsch, Foster.","0375413731 | 9780375413735",15
"The illustrated guide to blackjack :","Purdy, Dennis.","0818407085 (pbk.) | 9780818407086 (pbk.)",21
"Running the table :","Wertheim, L. Jon.","0618664742 | 9780618664740",13
"Left behind :","Jenkins, Jerry B.","0842321934 (no.1) | 0842321942 (no.2) | 0842321950 (no.3) | 0842321969 (no.4) | 0842343253 (no.5) | 0842343261 (no.6) | 084234327X (no.7) | 0842343288 (no.8) | 0842343296 (no.9) | 084234330X (no.10) | 9780842321938 (no.1) | 9780842321945 (no.2) | 9780842321952 (no.3) | 9780842321969 (no.4) | 9780842343251 (no.5) | 9780842343268 (no.6) | 9780842343275 (no.7) | 9780842343282 (no.8) | 9780842343299 (no.9) | 9780842343305 (no.10)",51
"The New Year's quilt","Chiaverini, Jennifer.","0786297204 (hardcover : alk. paper) | 9780786297207 (hardcover : alk. paper)",39
"Mark T-W-A-I-N! :","Collins, David R.","0876148011 | 9780876148013",9
"The last king of Scotland /","Foden, Giles,","0375403604 (alk. paper)",31
"A free Black girl before the Civil War :","Forten, Charlotte L.","0736803459 | 9780736803458",
"Wyatt Earp /","Goodman, Michael E.","1583413391 | 9781583413395",4
"The legend of Saint Nicholas /",Demi.,"0689846819 | 9780689846816",21
"Iron /","Sparrow, Giles.","0761408800 (lib. bdg.)",31
"The young man and the sea /","Philbrick, W. R.","0439368294 (alk. paper) | 9780439368292 (alk. paper)",25
"Colin Powell :","Shichtman, Sandra H.","0766024644 (hdbk.) | 9780766024649 (hdbk.)",16
"Sally Ride :","Kramer, Barbara.","0894909754 | 9780894909757",39
"The hero Schliemann :","Schlitz, Laura Amy.","0763622834 (reinforced) : | 9780763622831 (reinforced)",
"Richard Wagner and German opera /","Getzinger, Donna.","1931798249 (library binding) | 9781931798242 (library binding)",4
"Soul to soul :","Zukav, Gary.","0743237005 | 9780743237000",29
"Slavery by another name :","Blackmon, Douglas A.","0385506252 | 9780385506250",23
"Tang niao bing quan shi wu diao yang :","Yang, Meiying.","9789867137357 | 9867137353",54
"The dilemma /","Vincenzi, Penny.","1585679496 | 9781585679492",47
"Made from scratch :","Lee, Sandra.","0696239191 | 9780696239199",45
"The man who created Sherlock Holmes :","Lycett, Andrew.","0743275233 | 9780743275231",16
"Notorious New Jersey :","Blackwell, Jon,","0813541778 (pbk. : alk. paper) | 9780813541778 (pbk. : alk. paper)",16
"Other colors :","Pamuk, Orhan,","0307266753 | 9780307266750",20
"The wreck of the Medusa :","Miles, Jonathan,","0871139596 | 9780871139597",14
"National Audubon Society guide to landscape photography /","Fitzharris, Tim,","155407195X (pbk.) | 9781554071951 (pbk.)",34
"Need to know :","Good, Timothy.","1933648384 (pbk.) : | 9781933648385 (pbk.) :",9
"The Kennedys :","Maier, Thomas,","0465043178 (hardcover)",24
"3rd degree :","Patterson, James,",0316603570,28
"The Merck/Merial manual for pet health /",,,16
"Bloodfever /","Moning, Karen Marie.","038533916X (hardcover) | 9780385339162 (hardcover)",43
"Annette Vallon :","Tipton, James,","006082221X | 9780060822217",27
"Between Sundays /","Kingsbury, Karen.","0310257727 (acidfree paper) | 9780310257721 (acid-free paper)",43
"Playing better soccer is more fun :","Paul, Larry.","1932433589 | 9781932433586",10
"Be still :","Reinhold, Amy Jo,","1416545905 | 9781416545903 (hardcover)",42
"When ghosts speak :","Winkowski, Mary Ann.","0446581186 | 9780446581189",33
"The great iron link :","Laughlin, Rosemary.","1883846145 (hardcover)",10
"The genotype diet ","D'Adamo, Peter.","0767925246 (hc) | 9780767925242 (hc)",26
"In defense of food :","Pollan, Michael.","1594201455 | 9781594201455",91
"Don't get taken every time :","Sutton, Remar.","0143038885 (pbk.) | 9780143038887 (pbk.)",14
"Tangy, tart, hot & sweet :","Lakshmi, Padma.","1602860068 : | 9781602860063 :",27
"Dinosaurs that ate plants /","Bennett, Leonie.","1597161527 (library binding) | 1597161780 (pbk.) | 9781597161527 (library binding) | 9781597161787 (pbk.)",89
"Ballerina dreams :","Thompson, Lauren,","0312370296 | 9780312370299",36
"Wild lives :","Zoehfeld, Kathleen Weidner.","037580630X | 0375906304 (lib. bdg.) | 9780375806308 | 9780375906305 (lib. bdg.)",25
"Nancy Drew, girl detective graphic novel. #07, The charmed bracelet /","Petrucha, Stefan.","159707036X (pbk.) | 1597070378 (hc.) : | 9781597070362 (pbk.) | 9781597070379 (hc.)",79
"Nancy Drew, girl detective graphic novel. #08, Global warning /","Petrucha, Stefan.","1428727485 (BWI bdg.) | 1597070513 (pbk.) | 1597070521 (hc.) | 9781428727489 (BWI bdg.) | 9781597070515 (pbk.) | 9781597070522 (hc.)",63
"Nancy Drew, girl detective graphic novel. #09, Ghost in the machinery /","Petrucha, Stefan.","1428743537 (BWI bdg.) | 1597070580 (pbk.) | 1597070610 (hc.) | 9781428743533 (BWI bdg.) | 9781597070584 (pbk.) | 9781597070614 (hc.)",77
"Nancy Drew, girl detective graphic novel. #11, Monkey wrench blues /","Petrucha, Stefan.","1597070769 (pbk.) | 1597070777 (hbk.) | 9781597070768 (pbk.) | 9781597070775 (hbk.)",75
"Dark mission :","Hoagland, Richard C.,","1932595260 (pbk.) | 9781932595260 (pbk.)",37
"The letters of Noel Coward /","Coward, Noel,","0375423036 | 9780375423031",12
"Twentieth-century American architecture :","Wiseman, Carter.","0393320545 (pbk.) | 9780393320541 (pbk.)",4
"The Ghost Mountain boys :","Campbell, James.","0307335968 | 9780307335968",27
"Home woodworking projects :",,"1581593430 (pbk.) | 9781581593433 (pbk.)",4
"Can't buy me love :","Gould, Jonathan,","0307353370 | 9780307353375",14
"Magnesium /","Uttley, Colin.","0761408894 (lib. bdg.)",3
"The man who ate everything :","Steingarten, Jeffrey.","0679430881 (cloth)",65
"My weird school, No. 20 : Mr. Louie is screwy! /","Gutman, Dan.","0061234796 (pbk.) | 006123480X (lib. bdg.) | 9780061234798 (pbk.) | 9780061234804 (lib. bdg.)",52
"Whodunit? :",,"0753461323 | 0753461420 (pbk.) | 9780753461327 | 9780753461426 (pbk.)",19
"Kim Lyon's your body, your life :","Lyons, Kim,","1402751427 | 9781402751424",17
"People of the book /","Brooks, Geraldine.","067001821X | 9780670018215",12
